Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Тип,Напряжение,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Объем,Управление,Потребляемая мощность,Автоматическое размораживание,Диаметр тарелки,Ширина ниши,Глубина ниши,Высота ниши
https://cdn.entero.ru/mp@2x/a7/9a/a79abf9437a0dd157fabdde7ce98fa73.jpg;https://cdn.entero.ru/mp@2x/e1/05/e10540aca5ae6859b90092e14010efb1.jpg;https://cdn.entero.ru/mp@2x/65/f8/65f852d8565ced33274545d52685e4bd.jpg;https://cdn.entero.ru/mp@2x/bc/d0/bcd06079282411d7016ec4da37c26253.jpg;https://cdn.entero.ru/mp@2x/1e/82/1e82512d814d79ec84cff415b2b11454.jpg;https://cdn.entero.ru/mp@2x/8b/f7/8bf7bcef24f948941bdb6a50a921aabd.jpg;https://cdn.entero.ru/mp@2x/b7/bc/b7bc5582123afedd61aa9d60ba2431b6.jpg;https://cdn.entero.ru/mp@2x/dd/23/dd23b8792d3c4252d695d519e76b7c5a.jpg,Микроволновая печь Kuppersberg HMW 620 B,Микроволновая печь Kuppersberg HMW 620 B,26437,RUB,Да,,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/341473,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/341473""><b class=""b"">Kuppersberg HMW 620 B </b></a>предназначена для приготовления пищи, подогрева готовых блюд и ингридиентов, а также размораживания полуфабрикатов в домашних условиях. Модель оснащена камерой с верхним грилем, левосторонней распашной дверью со смотровым окном, кабелем питания с вилкой, расположенными в правой части фронта сенсорной панелью управления и светодиодным цифровым дисплеем с белой подсветкой индикации. Корпус выполнен из стали, фронтальные панели с покрытием черного цвета и полным остеклением без винтового крепежа, внутренняя облицовка камеры – из высококачественной нержавеющей стали, поворотный стол – из ударопрочного стекла.</p>

<p>В комплект поставки входят поворотный стол, высокая решетка для гриля, инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Режимы работы:
<ul>
<li>Гриль</li>
<li>Микроволны</li>
<li>Комбинация микроволн и гриля:
<ul>
<li>Co1</li>
<li>Co2</li>
</ul>
</li>
</ul>
</li>
<li>Размораживание:
<ul>
<li>Ручное по времени</li>
<li>Автоматическое по весу</li>
</ul>
</li>
<li>Автоматические программы:
<ul>
<li>Напиток</li>
<li>Рис </li>
<li>Спагетти</li>
<li>Разогрев </li>
<li>Свежие овощи</li>
<li>Рыба</li>
<li>Замороженные блюда</li>
<li>Курица</li>
<li>Тост</li>
</ul>
</li>
<li>5 уровней мощности микроволнового излучения</li>
<li>Старт / +30 сек. (быстрый запуск на полной мощности)</li>
<li>Многофункциональный таймер:
<ul>
<li>Настройка электронных часов</li>
<li>Настройка длительности приготовления</li>
<li>Цифровая индикация текущего или оставшегося до завершения времени</li>
</ul>
</li>
<li>Функция блокировки клавиш для защиты от случайного изменения настроек и удобства очистки</li>
<li>Регулировка параметров с помощью клавиш «+» и «-»</li>
<li>Звуковая сигнализация для подтверждения настроек и оповещения об окончании программы </li>
<li>Простое управление с помощью легких прикосновений и удобного меню</li>
<li>Освещение внутреннего объема</li>
<li>Открывание двери с помощью нажимной клавиши</li>
<li>Монтаж в колонну либо шкаф</li>
<li>Эргономичный современный дизайн коллекции Hi-Tech</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Условия хранения:
<ul>
<li>Диапазон температуры окружающей среды: от -50 до 40 °C</li>
<li>Максимальная относительная влажность: 75%</li>
</ul>
</li>
<li>Частота микроволн: 2450 МГц</li>
<li>Максимальная потребляемая мощность:
<ul>
<li>Гриль: 0,9 кВт</li>
<li>Микроволны: 1,2 кВт</li>
</ul>
</li>
<li>Номинальная выходная мощность микроволн: 0,7 кВт</li>
<li>Формат электронных часов: 12 или 24 ч</li>
<li>Максимальная заданная длительность приготовления: 95 мин.</li>
<li>Средний срок эксплуатации: 7 л.</li>
<li>Длина кабеля питания: 1300 мм</li>
<li>Внутренние габариты камеры: 315х296х175 мм</li>
</ul>",341473,с грилем,220 В,595 мм,316 мм,382 мм,,,,0,https://entero.ru/manuals/406439/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kuppersberg%20HMW%20620%20B.pdf;https://entero.ru/manuals/406440/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Kuppersberg%20HMW%20620%20B.pdf;https://entero.ru/manuals/406441/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Kuppersberg%20HMW%20620%20B.jpg,27539,,,,Китай,20 л,сенсорное,1.2 кВт,Да,245 мм,595 мм,316 мм,382 мм
https://cdn.entero.ru/mp@2x/25/49/2549b69559e1bfa1495f86985738e374.jpg;https://cdn.entero.ru/mp@2x/74/90/7490a7e61438d1ca348d62766d9edc33.jpg;https://cdn.entero.ru/mp@2x/96/17/96178777d8ffb9235d932ad1ebeeffe9.jpg;https://cdn.entero.ru/mp@2x/a4/31/a431117ba3267bb277818cafe5701af4.jpg;https://cdn.entero.ru/mp@2x/24/42/2442160af15e708475a4b0dbb4e1cd1c.jpg;https://cdn.entero.ru/mp@2x/4d/21/4d211e8f599e65a0930fff350fbf90bb.jpg;https://cdn.entero.ru/mp@2x/d0/57/d057134f8f30a60571432d1af9e919d8.jpg;https://cdn.entero.ru/mp@2x/2e/94/2e94a14a13788eda67f2f71dd2b1289f.jpg;https://cdn.entero.ru/mp@2x/d7/2b/d72b34bffa4797ab8acefff5615e0f6d.jpg;https://cdn.entero.ru/mp@2x/50/4a/504af94f35b6c7e605b89d815c0979c0.jpg;https://cdn.entero.ru/mp@2x/41/6a/416ad034e6c475ebec81de738b4bfecc.jpg;https://cdn.entero.ru/mp@2x/0e/4d/0e4dfb35a0fd6f693279ff86649b0e8f.jpg;https://cdn.entero.ru/mp@2x/af/d4/afd4906fb2917f5a2051d73eb449228b.jpg;https://cdn.entero.ru/mp@2x/27/86/2786589545bde2ad5749b292728c7251.jpg,Печь микроволновая Libhof MWB-5725B,libmwb5725b,23999,RUB,Да,,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/309800,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/309800"">Libhof MWB-5725B</a></b> предназначена для приготовления пищи, подогрева готовых блюд и ингредиентов, а также размораживания полуфабрикатов в частных домах, квартирах, отелях и офисах. Модель оснащена сенсорной панелью управления, кварцевым грилем, откидной дверцей и внутренней подсветкой. Фасад выполнен из черного стекла, внутренняя камера - из нержавеющей стали.</p>

<p>В комплект поставки входят вертел, вращающаяся тарелка из боросиликатного стекла и металлическая подставка для гриля.</p>

<p><b>Особенности:</b></p>

<ul>
<li>6 автоматических режимов</li>
<li>5 уровней мощности СВЧ</li>
<li>1 уровень мощности гриля</li>
<li>2 уровня мощности комбинированного режима</li>
<li>Таймер отключения до 60 мин.</li>
<li>Часы</li>
<li>Открытие дверцы потянув за ручку</li>
<li>Блокировка от детей</li>
<li>Регулируемые ножки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>СВЧ: 0,9 кВт</li>
<li>Гриль: 1,2 кВт</li>
</ul>
</li>
<li>Длина сетевого шнура: 1,1 м</li>
<li>Габариты в упаковке: 655х440х470 мм</li>
</ul>",309800,с грилем,220 В,595 мм,550 мм,390 мм,19.4 кг,1,655x440x470 мм,0,https://entero.ru/manuals/371355/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Libhof%20MWB-5725B.pdf;https://entero.ru/manuals/371356/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20Libhof%20MWB-5725B.jpg;https://entero.ru/manuals/371357/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Libhof%20MWB-5725B.jpg;https://entero.ru/manuals/499791/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,26086,,17.5 кг,,Словакия,25 л,сенсорное,,Да,315 мм,595 мм,550 мм,390 мм
https://cdn.entero.ru/mp@2x/5e/5b/5e5bb608faa26e54591f1ff5bfb997a7.jpg,Печь микроволновая Enigma AM025FJT-S0SE00,Печь микроволновая Enigma AM025FJT-S0SE00,39818,RUB,Да,Enigma,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/294095,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/294095"">Enigma AM025FJT-S0SE00</a></b> предназначена для приготовления пищи, подогрева готовых блюд и ингредиентов, а также размораживания полуфабрикатов на предприятиях общественного питания и торговли, в частных домах и квартирах. Модель оснащена электромеханической панелью управления, таймером с 6-минутной шкалой и подсветкой рабочей камеры. Внешний корпус печи и рабочая камера изготовлены из нержавеющей стали. </p>

<p><b>Особенности:</b></p>

<ul>
<li>Функция напоминания об окончании процесса приготовления</li>
<li>Режим ожидания </li>
<li>Звуковой сигнал</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней мощности: 1</li>
<li>Количество стадий приготовления: 1</li>
<li>Мощность СВЧ генератора: 1 кВт</li>
</ul>",294095,соло,220 В,511 мм,432 мм,311 мм,18.15 кг,1,562x475x342 мм,0,https://entero.ru/manuals/356894/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20Enigma%202023.pdf;https://entero.ru/manuals/356895/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Enigma%20AM025FJT-S0SE00.pdf,,,16.5 кг,,Китай,25 л,электромеханическое,1.55 кВт,,305 мм,511 мм,432 мм,311 мм
https://cdn.entero.ru/mp@2x/c8/bc/c8bcde63e26c0599192da7a90d41fa65.jpg;https://cdn.entero.ru/mp@2x/71/1f/711f01e2170bb0cf6405f959753c044a.jpg,Микроволновая печь SMEG FMI625CN черное стекло,FMI625CN,79990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/328491,"<p>Встраиваемая микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/328491""><b class=""b"">SMEG FMI625CN </b></a>предназначена для приготовления пищи, подогрева готовых блюд и ингридиентов, а также размораживания полуфабрикатов в домашних условиях. Модель оснащена магнетроном, грилем сверху, кольцевым нагревательным элементом и вентилятором в задней стенке, кабелем питания с вилкой, распашной дверью со смотровым окном и защитным экраном, расположенными справа сенсорной панелью управления и светодиодным дисплеем с белой подсветкой индикации. Корпус выполнен из высококачественной стали, фронт с полным внешним остеклением без винтового крепежа стеклом Eclipse с полупрозрачной черной тонировкой, внутренняя облицовка камеры – из жаропрочной нержавеющей стали, стол – из ударопрочного стекла.</p>

<p>В комплект поставки входят поворотный стол, высокая решетка для гриля, инструкция по эксплуатации и гарантийный талон.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Основные режимы:
<ul>
<li>Микроволны</li>
<li>Комбинация микроволн и гриля</li>
<li>Комбинация микроволн, заднего нагрева и конвекции</li>
<li>Гриль</li>
<li>Комбинация гриля, заднего нагрева и конвекции​</li>
</ul>
</li>
<li>Специальные функции:
<ul>
<li>Размораживание:
<ul>
<li>Автоматическое по весу с напоминанием о поворачивании продукта</li>
<li>Ручное по времени</li>
</ul>
</li>
</ul>
</li>
<li>Автоматические программы с несколькими вариантами соответственно весу продукта:
<ul>
<li>Подогрев </li>
<li>Картофель</li>
<li>Мясо</li>
<li>Овощи </li>
<li>Рыба </li>
<li>Макаронные изделия</li>
<li>Суп </li>
<li>Торт </li>
<li>Пицца </li>
<li>Курица</li>
</ul>
</li>
<li>Дополнительные функции:
<ul>
<li>Мультисессионное приготовление</li>
<li>Быстрый старт: автоматический короткий цикл разогрева на максимальной мощности </li>
<li>Таймер:
<ul>
<li>Настройка длительности приготовления</li>
<li>Электронные часы</li>
</ul>
</li>
<li>Блокировка клавиш для защиты от случайного изменения настроек и удобства очистки панели</li>
</ul>
</li>
<li>5 уровней мощности микроволн</li>
<li>Цифровая индикация уровня мощности, текущего и оставшегося до завершения приготовления времени </li>
<li>Символьная индикация активных режимов и функций</li>
<li>Звуковая сигнализация подтверждения настройки и оповещения об окончании цикла</li>
<li>Открывание двери с помощью специальной клавиши</li>
<li>Автоматическая остановка работы при открывании двери</li>
<li>Простое управление Touch Control с помощью легких прикосновений и интуитивно понятного меню</li>
<li>Подсветка внутреннего объема при открывании двери с автоматическим отключением при длительном отсутствии действий</li>
<li>Двухслойное остекление двери для энергосбережения и минимизации нагрева наружной поверхности</li>
<li>Тангенциальная система охлаждения</li>
<li>Эргономичный стильный дизайн коллекции Dolce Stil Novo</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная сила тока: 11 А</li>
<li>Номинальная потребляемая мощность:
<ul>
<li>Кольцевой нагревательный элемент: 2,5 кВт</li>
<li>Гриль: 1,1 кВт</li>
<li>Режим микроволн: 1,45 кВт</li>
</ul>
</li>
<li>Эффективная выходная мощность микроволн: 0,9 кВт</li>
<li>Частота микроволн: 2,4 ГГц</li>
<li>Длительность цикла быстрого старта: 30 сек.</li>
<li>Максимальная заданная длительность: 95 мин.</li>
<li>Формат электронных часов: 24 ч</li>
<li>Внутренние габариты камеры: 368х328х206 мм</li>
<li>Длина кабеля питания: 1800 мм</li>
</ul>",328491,с грилем,220 В,595 мм,500 мм,388 мм,24 кг,1,655x536x533 мм,0,https://entero.ru/manuals/390507/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20FMI625CN.pdf;https://entero.ru/manuals/390508/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20FMI625CN.pdf;https://entero.ru/manuals/390509/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20SMEG%20FMI625CN.jpg,,,21.5 кг,Италия,Китай,25 л,сенсорное,,Да,315 мм,595 мм,500 мм,388 мм
https://cdn.entero.ru/mp@2x/d8/e4/d8e4e943bc0b3cc019048c10928ffed9.jpg,Микроволновая печь SMEG MP822NPO,COLONIALE 8017709294335,85990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/129929,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/129929"">Smeg MP822NPO</a></b> серии Coloniale предназначена для приготовления, подогрева готовых блюд, а также для размораживания полуфабрикатов на предприятиях общественного питания, торговли и в домашних условиях. Возможность встраивания решает проблему ограниченного пространства. Модель оснащена тангенциальным охлаждением, позволяющим защитить от перегрева печь и кухонную мебель. Корпус и внутренняя камера выполнены из нержавеющей стали.</p>

<p>В комплект поставки входит решетка. Вилка для подключения к электрической сети в комплект не входит и приобретается отдельно.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Регулировка мощности микроволн</li>
<li>Функция таймера и автоматического выключения</li>
<li>Автоматическое отключение при открытой дверце</li>
<li>Откидной гриль</li>
<li>Поворотные переключатели Coloniale латунные</li>
<li>Поверхность PLUS без поворотного стола</li>
<li>Внутреннее освещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Номинальная: 2,7 кВт</li>
<li>Микроволны: 0,85 кВт</li>
<li>Гриль: 1,2 кВт</li>
</ul>
</li>
<li>Цвет: кремовый</li>
</ul>",129929,,220 В,555 мм,355 мм,312 мм,,,,0,,,,,Италия,,22 л,механическое,2.7 кВт,,,,,
https://cdn.entero.ru/mp@2x/3c/ea/3cea3bbeb2ef0230f130dc54f52540b2.jpg;https://cdn.entero.ru/mp@2x/f7/37/f73763476d8968d0a5b80af4c54e0cc1.jpg;https://cdn.entero.ru/mp@2x/d0/fc/d0fcf08e83361ef5ed5f4946e19218de.jpg;https://cdn.entero.ru/mp@2x/08/09/08091fe42ac05d82bdf3234b10529094.jpg,Печь микроволновая Samsung MS20A7013AB/BW,Печь микроволновая Samsung MS20A7013AB/BW,23435,RUB,Да,Samsung,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/376346,"<p>Встраиваемая микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376346"">Samsung MS20A7013AB/BW</a></b> предназначена для разморозки, подогрева и приготовления широкого спектра блюд в домашних условиях. Модель оснащена электронным управлением, тактовым управлением и LED дисплеем. Функция очистки от запахов позволяет легко и быстро удалить неприятные запахи из рабочей камеры и сохранить блюдо свежим и аппетитным. Режим ECO снижает потребление энергии в режиме ожидания до минимального. Внутреннее покрытие выполнено из биокерамики, которая отличается устойчивостью к царапинам и коррозии.</p>

<p>В комплект поставки входит рамка для встраивания.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Открывание дверцы кнопкой</li>
<li>Дверной упор слева</li>
<li>Встроенные часы</li>
<li>Автоприготовление</li>
<li>Функция +30 сек.</li>
<li>Home Dessert</li>
<li>Звук Включен/Выключен</li>
<li>Режим сохранения тепла готового блюда</li>
<li>Защита от детей</li>
<li>Ускоренная разморозка</li>
<li>Автоматические программы</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Количество уровней мощности: 6</li>
<li>Размер рабочей камеры: 330x211x291 мм</li>
<li>Выходная мощность: 0,85 кВт</li>
<li>Цвет подсветки: голубой</li>
<li>Частота: 50 Гц</li>
</ul>",376346,соло,220 В,489 мм,313 мм,275 мм,13.5 кг,1,651x452x435 мм,0,https://entero.ru/manuals/515768/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Samsung%20MS20A7013AB_BW.pdf,,,,Ю.Корея,Малайзия,20 л,сенсорное,1.25 кВт,Да,255 мм,,,
https://cdn.entero.ru/mp@2x/ec/4f/ec4f9385b27b20cf48f7c6d7607e9697.jpg;https://cdn.entero.ru/mp@2x/3c/0d/3c0db8a35ac952fe59c30a398c0790e2.jpg,Микроволновая печь SMEG FMI020X,Микроволновая печь SMEG FMI020X,36990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/84748,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/84748""><b class=""b"">Smeg FMI020X </b></a>предназначена для приготовления, подогрева готовых блюд, а также для размораживания полуфабрикатов на предприятиях общественного питания, торговли и в домашних условиях. Возможность встраивания решает проблему ограниченного пространства. Модель оснащена тангенциальным охлаждением, позволяющим защитить от перегрева печь и кухонную мебель. Корпус и внутренняя камера выполнены из нержавеющей стали и стекла Stopsol.</p>

<p>В комплект поставки входят решетка и рамка для встраивания.</p>

<p><b>Режимы приготовления:</b></p>

<ul>
<li>Гриль отлично подходит для приготовления мяса. В сочетании с вертелом (где он есть), идеально подходит для приготовления колбас, отбивных и бекона</li>
<li>Интегрированные микроволны обеспечивают быстрое и энергоемкое приготовление еды</li>
<li>Микроволны + гриль: использование гриля позволяет добиться румяной корочки на поверхности пищи, а под действием микроволн она готовится быстрее</li>
<li>Микроволновая печь: данный режим подходит для приготовления пищи без жира, а также для размораживания и разогрева продуктов без изменения их внешнего вида</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Электромеханическое управление</li>
<li>Дополнительные функции: размораживание по времени и весу</li>
<li>Электронный программатор: таймер и автоматическое выключение в конце приготовления</li>
<li>Память на 8 рецептов </li>
<li>Функция быстрого нагрева</li>
<li>Звуковой сигнал окончания приготовления</li>
<li>Автоматическое отключение при открытой дверце</li>
<li>Блокировка управления от детей</li>
<li>Обработка против отпечатков пальцев</li>
<li>LЕD-дисплей</li>
<li>Поворотные переключатели/ кнопки Push Button</li>
<li>Дверца с одинарным остеклением</li>
<li>Внутреннее освещение</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Мощность:
<ul>
<li>Номинальная: 1,25 кВт</li>
<li>Микроволны: 0,8 кВт</li>
<li>Гриль: 1 кВт</li>
</ul>
</li>
<li>Размеры лицевой панели: 595х23х388 мм</li>
</ul>",84748,с грилем,220 В,463 мм,321 мм,377 мм,,,,0,https://entero.ru/manuals/61481/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Smeg%20FMI020X.pdf;https://entero.ru/manuals/61478/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20FMI020X.pdf;https://entero.ru/manuals/61480/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20FMI020X.jpg,39774,,,Италия,,20 л,электромеханическое,1.25 кВт,,245 мм,,,
https://cdn.entero.ru/mp@2x/2c/72/2c72028524d79262f807ee767d72eb4a.jpg,Печь микроволновая Brandt BMG2120W,Печь микроволновая Brandt BMG2120W,38990,RUB,Да,,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/303537,"<p>Микроволновая печь <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/303537""><b class=""b"">Brandt BMG2120W</b></a> предназначена для приготовления пищи, подогрева готовых блюд и ингредиентов, а также размораживания полуфабрикатов в частных домах, квартирах, отелях и офисах. Модель оснащена панелью управления с белым светодиодным дисплеем, дверцей с боковым открыванием и съемной вращающейся тарелкой. Рабочая камера выполнена из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 уровней мощности микроволн</li>
<li>2 комбинированных режима: микроволны + гриль</li>
<li>Режим 100% гриль</li>
<li>Разморозка по весу</li>
<li>Разморозка по времени</li>
<li>8 автоматических программ</li>
<li>Таймер до 95 мин.</li>
<li>Блокировка от детей</li>
<li>Кабель питания без вилки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Уровни мощности микроволн: 90 / 270 / 450 / 720 / 900 Вт</li>
<li>Максимальная мощность:
<ul>
<li>Микроволны: 1,45 кВт</li>
<li>Гриль: 1 кВт</li>
</ul>
</li>
<li>Предохранитель: 10 А</li>
<li>Размер рабочей камеры: 368х328х206 мм</li>
<li>Длина кабеля питания: 130 см</li>
<li>Габариты в упаковке: 653х500х466 мм</li>
<li>Цвет: белый</li>
</ul>",303537,с грилем,220 В,595 мм,500 мм,388 мм,,,,0,https://entero.ru/manuals/363666/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20Brandt%20BMG2120W.jpg,,,19 кг,,Франция,25 л,сенсорное,,Да,315 мм,595 мм,500 мм,388 мм
https://cdn.entero.ru/mp@2x/a0/fc/a0fc3b4d46ad1847f2ca3ddf73a07e6e.jpg,Микроволновая печь SMEG FMI120B3,Микроволновая печь SMEG FMI120B3,49990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Микроволновые печи,https://entero.ru/item/379415,"<p>Микроволновая печь <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/379415"">SMEG FMI120B3</a></b> серии Linea предназначена для приготовления, подогрева готовых блюд, а также для размораживания полуфабрикатов на предприятиях общественного питания, торговли и в домашних условиях. Встраиваемая установка обеспечивает существенную экономию пространства, позволяя максимально удобно разместить всю необходимую технику на кухне. Модель оснащена сенсорным управлением. Дверца выполнена из стекла, внутренняя камера - из нержавеющей стали.</p>

<p>В комплект поставки входят рамка для встраивания и решетка.</p>

<p><b>Особенности:</b></p>

<ul>
<li>5 основных функций:
<ul>
<li>Гриль большой - позволяет получить отличные результаты при приготовлении мяса средних и малых порций</li>
<li>Размораживание по времени - время размораживания определяется автоматически</li>
<li>Размораживание по весу - определяется время размораживания</li>
<li>Микроволновая печь - быстрое приготовление всех видов блюд</li>
<li>Микроволны + гриль - подрумянивание поверхности продукта в сочетании с быстрым приготовлением внутренней части блюда</li>
</ul>
</li>
<li>Дополнительные функции:
<ul>
<li>3 автоматические программы</li>
<li>Встроенная память</li>
<li>Электронный программатор с таймером и автоматическим выключением в конце приготовления</li>
<li>Акустический сигнал окончания приготовления</li>
<li>Режим ограничения потребляемой мощности</li>
<li>Быстрый старт</li>
<li>Режим Showroom</li>
</ul>
</li>
<li>TFT-дисплей с сенсорным управлением Touch Control</li>
<li>Встроенная LED-лампа (20 Вт)</li>
<li>Тангенциальная система охлаждения</li>
<li>2 стекла дверцы</li>
<li>Автоматическое отключение при открытой дверце</li>
<li>Блокировка управления от детей</li>
</ul>

<p><b>Внутренняя камера:</b></p>

<ul>
<li>1 уровень приготовления</li>
<li>Поворотный стол</li>
<li>Освещение при открытой дверце</li>
<li>Внутреннее освещение: 1 лампа накаливания</li>
<li>Кварцевый тип гриля</li>
<li>Тангенциальная система охлаждения</li>
<li>Защитное стекло от микроволн</li>
<li>Боковое открывание дверцы</li>
<li>Тип направляющих: приподнятая решетка</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет: чёрный</li>
<li>Мощность:
<ul>
<li>Номинальная: 1,3 кВт</li>
<li>Гриль: 1 кВт</li>
<li>Микроволны: 0,8 кВт</li>
<li>Лампа подсветки: 0,02 кВт</li>
</ul>
</li>
<li>Количество стекол дверцы: 2</li>
<li>Диаметр поворотного стола: 245 мм</li>
<li>Размеры внутренней камеры: 210х305х280 мм</li>
<li>Длина электрического кабеля: 150 см</li>
</ul>",379415,с грилем,220 В,480 мм,318 мм,390 мм,21 кг,,,0,https://entero.ru/manuals/526850/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20FMI120B3.pdf;https://entero.ru/manuals/526851/%D0%9F%D0%B0%D1%81%D0%BF%D0%BE%D1%80%D1%82%20%D0%BD%D0%B0%20SMEG%20FMI120B3.pdf;https://entero.ru/manuals/526852/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%B2%D1%81%D1%82%D1%80%D0%B0%D0%B8%D0%B2%D0%B0%D0%BD%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20FMI120B3.jpg,,,,Италия,,20 л,электромеханическое,1.3 кВт,,,,,
