Изображения,Название,Артикул,Цена,Валюта,Наличие,Бренд,Категория,Подкатегория,Раздел,URL,Описание,Код товара,Напряжение,Мощность,Ширина,Глубина,Высота,Вес,Количество мест,Размеры,Остаток,Файлы,Старая цена,Видео,Вес (без упаковки),Родина бренда,Страна-производитель,Давление,Тип кофе,Капучинатор,Емкость контейнера для кофе,Встроенная кофемолка,Объем резервуара для воды,Ширина ниши,Глубина ниши,Высота ниши
https://cdn.entero.ru/mp@2x/3b/f5/3bf554d0af72b4d6c3791d3572395587.jpg,Кофемашина встраиваемая SMEG CMS8451P,CM845P-9 COLONIALE,249990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/15854,"<p>Встраиваемая автоматическая кофемашина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/15854"">Smeg CMS8451P</a></b> серии Coloniale предназначена для приготовления широкого спектра кофейных напитков и чая в кофейнях, барах и ресторанах. Оборудование оснащено емкостью для молотого кофе, съемным контейнером для кофейной гущи, регулируемой по высоте насадкой для 2 чашек и поддоном для сбора капель. Корпус выполнен из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Автоматический капучинатор с отдельным баком для молока</li>
<li>Автоматическое включение по времени</li>
<li>5 уровней регулировки крепости кофе (очень слабый / слабый / средний / крепкий / очень крепкий)</li>
<li>3 уровня регулировки количества кофе на чашку</li>
<li>3 уровня регулировки температуры кофе</li>
<li>Использование кофе в зернах и молотого</li>
<li>Регулировка помола</li>
<li>Регулировка жесткости воды</li>
<li>Режим энергосбережения Stand-by для автоматического отключения через час (время можно изменить)</li>
<li>Многоязычный LСD-дисплей</li>
<li>Подача горячей воды</li>
<li>Автоматическое споласкивание</li>
<li>Очистка от накипи</li>
<li>Подсветка: 2 лампы накаливания</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Цвет фурнитуры: латунь</li>
</ul>",15854,220 В,1.35 кВт,595 мм,415 мм,455 мм,,,,0,https://entero.ru/manuals/508/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CMS8451P.pdf;https://entero.ru/manuals/8428/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CMS8451P.jpg,263147,,,Италия,,15 бар,"зерновой, молотый",,220 г,,1.8 л,,,
https://cdn.entero.ru/mp@2x/96/9c/969c783e208889124ce597c1b95723b8.jpg,Кофемашина SMEG CMS8451A,COLONIALE,249990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/99114,"<p>Встраиваемая автоматическая кофемашина<b class=""b""> <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/99114"">Smeg CMS8451A</a></b> серии Coloniale предназначена для приготовления широкого спектра кофейных напитков и чая в кофейнях, барах и ресторанах. Возможность встраивания значительно сэкономит кухонное пространство, а классический дизайн станет украшением интерьера.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Емкость для молотого кофе</li>
<li>Съемный контейнер для кофейной гущи</li>
<li>Емкость для молока</li>
<li>Насадка для двух чашек, регулируемая по высоте</li>
<li>Поддон для сбора капель</li>
</ul>

<p><b>Эстетика и управление:</b></p>

<ul>
<li>Многоязычный LСD-дисплей (в том числе русский язык)</li>
<li>Цвет: антрацит</li>
<li>Латунная фурнитура</li>
</ul>

<p><b>Функции / опции / температура:</b></p>

<ul>
<li>3 уровня регулировки количества кофе на чашку</li>
<li>5 уровней регулировки крепкости кофе:
<ul>
<li>Очень слабый</li>
<li>Слабый</li>
<li>Средний</li>
<li>Крепкий</li>
<li>Очень крепкий</li>
</ul>
</li>
<li>3 уровня регулировки температуры кофе</li>
<li>Регулировка помола</li>
<li>Использование кофе в зернах и молотого</li>
<li>Автоматическое программирование времени включения машины</li>
<li>Режим энергосбережения Stand-by для автоматического отключения машины при бездействии через заданный период времени (по умолчанию через 1 час)</li>
<li>Автоматическое приготовление каппучино</li>
<li>Автоматическая подача пара для приготовления каппучино</li>
<li>Возможна подача горячей воды для заварки чая</li>
<li>Автоматическое споласкивание</li>
<li>Очистка от накипи</li>
</ul>

<p><b>Внутренняя камера:</b></p>

<ul>
<li>Внутреннее освещение: 2 лампы накаливания</li>
<li>Телескопические направляющие</li>
</ul>",99114,220 В,1.35 кВт,595 мм,550 мм,455 мм,,,,0,https://entero.ru/manuals/90051/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Smeg%20CMS8451A.pdf;https://entero.ru/manuals/90052/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Smeg%20CMS8451A.jpg,263147,,,Италия,,15 бар,"зерновой, молотый",,220 г,,1.8 л,595 мм,550 мм,455 мм
https://cdn.entero.ru/mp@2x/5a/bb/5abbb17d89aa34aaab46a40531a6f5a3.jpg;https://cdn.entero.ru/mp@2x/ff/5f/ff5f8badb3d1c0c38496d3bd409481d7.jpg;https://cdn.entero.ru/mp@2x/3c/2a/3c2aeed9a6cf01b349bd109646c2516c.jpg;https://cdn.entero.ru/mp@2x/97/d4/97d4ddd06f75c4ee521b235f07406268.jpg;https://cdn.entero.ru/mp@2x/92/b5/92b566709313a46bc724ee78b9df0240.jpg;https://cdn.entero.ru/mp@2x/35/20/35208f54ff941573ea46504f7651f7c6.jpg;https://cdn.entero.ru/mp@2x/c8/a1/c8a1ee45b8a33425459cae69a5a8b90d.jpg;https://cdn.entero.ru/mp@2x/30/84/3084647d21ffb75c42c4a150ecbac1c7.jpg;https://cdn.entero.ru/mp@2x/4c/04/4c0419c1acfa88fcf1c295432d85f905.jpg;https://cdn.entero.ru/mp@2x/5b/c3/5bc355c32995bad6ee98b353f0856ddc.jpg,Кофемашина автоматическая SMEG CMS4303XRU нерж. сталь,CMS4303XRU,259990,RUB,Да,SMEG,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/305956,"<p>Встраиваемая кофемашина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/305956""><b class=""b"">SMEG CMS4303XRU</b></a> предназначена для приготовления кофе и напитков на его основе в домашних условиях. Модель оснащена встроенной кофемолкой с коническими жерновами, высокоэффективным насосом, системой нагрева с термоблоком и парогенератором, кабелем питания, расположенными на верхней фронтальной панели 2 поворотными переключателями, полноцветным сенсорным TFT дисплеем управления и индикации с символьными, графическими, цифровыми и текстовыми сегментами. Горизонтальные фронтальные панели выполнены из нержавеющей стали с матовой поверхностью и защитной обработкой от отпечатков пальцев, вертикальные фронтальные вставки – из черного стекла Eclipse c глянцевой поверхностью, нагревательная пластина – из алюминия, жернова и емкость термографина – из нержавеющей стали.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный резервуар для воды</li>
<li>Емкость для кофе в зернах</li>
<li>Емкость для молотого кофе</li>
<li>Термографин с системой автоматической очистки, ручкой регулировки молочной пены, термоизолированным кожухом и окошком индикации уровня</li>
<li>Съемный контейнер для кофейного жмыха на 14 стандартных чашек с окошком индикации заполнения</li>
<li>Мерная ложка</li>
<li>Щетка для очистки</li>
<li>Тест-полоска для орределения жесткости воды</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Предустановленные программы приготовления:​
<ul>
<li>Эспрессо</li>
<li>Кофе</li>
<li>Лунго</li>
<li>Двойной эспрессо</li>
<li>Эспрессо макиато</li>
<li>Американо</li>
<li>Капучино</li>
<li>Капучино микс</li>
<li>Латте макиато</li>
<li>Горячее молоко</li>
<li>Флэт уайт</li>
<li>Подача горячей воды для приготовления чая и других напитков</li>
</ul>
</li>
<li>13 степеней помола зерен</li>
<li>Подача в 1 или 2 чашки одновременно</li>
<li>6 уровней регулировки крепости напитка</li>
<li>3 настройки температуры напитка</li>
<li>5 настроек объема порции</li>
<li>3 уровня регулировки молочной пены для капучино</li>
<li>Регулировка жесткости воды</li>
<li>Предварительное заваривание для оптимальной экстракции, насыщенного вкуса и аромата напитка</li>
<li>Программируемый на заданное время автоматический запуск</li>
<li>5 настроек длительности работы в режиме ожидания до автоматического отключения</li>
<li>Функция Эко: более длительный нагрев при низком энергопотреблении</li>
<li>Программа удаления накипи</li>
<li>Демонстрационный режим без активации нагрева</li>
<li>Автоматическое ополаскивание горячей водой при каждом включении и перед выключением</li>
<li>Функция блокировки управления для защиты от случайного изменения настроек</li>
<li>Программируемая звуковая сигнализация для подтверждения настроек и оповещения о неисправностях</li>
<li>Сохранение настроек в профиле пользователя​</li>
<li>6 индивидуальных профилей пользователя</li>
<li>Широкое меню на 17 языках, включая русский</li>
<li>Простое управление настройками Touch Control на дисплее путем легких прикосновений </li>
<li>Включение, выключение и управление подсветкой с помощью поворотных переключателей </li>
<li>Индикация на дисплее:
<ul>
<li>Профиль пользователя</li>
<li>Графическое изображение выбранного напитка</li>
<li>Символьные пиктограммы настроек</li>
<li>Электронные часы и другие настройки таймера</li>
<li>Самодиагностика с основными тестовыми предупреждениями:
<ul>
<li>Пустой контейнер для воды</li>
<li>Полный контейнер для жмыха</li>
<li>Отсутствие контейнера для жмыха</li>
<li>Пустой контейнер для кофейных зерен</li>
<li>Пустой контейнер для молотого кофе</li>
<li>Закупорка в приемнике молотого кофе</li>
<li>Неверная установка носика</li>
<li>Неверная установка емкости для молока</li>
<li>Отсутствие заварочного блока</li>
<li>Очистка от накипи</li>
<li>Замена фильтра</li>
<li>Промывка емкости для молока</li>
</ul>
</li>
</ul>
</li>
<li>Подогреватель чашек на скрытых боковых секциях</li>
<li>Подставка для чашек с поддоном-каплесборником</li>
<li>Регулируемый по высоте дозатор</li>
<li>Экономичная светодиодная подсветка подставки для чашек с помощью 4 ламп с попарной регулировкой освещения</li>
<li>Отделение для хранения аксессуаров</li>
<li>Монтаж на телескопических направляющих с плавным закрыванием Soft Close </li>
<li>Малая высота для оптимизации пространства</li>
<li>Эргономичный стильный дизайн коллекции Classica</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная сила тока: 5,6 А</li>
<li>Диапазон длительности работы в режиме ожидания: 15 / 30 / 60 / 120 / 180 мин. </li>
<li>Диапазон ругулировки высоты дозатора: от 85 до 142 мм</li>
<li>Длина кабеля питания: 1500 мм</li>
</ul>",305956,220 В,1.35 кВт,595 мм,500 мм,455 мм,29 кг,1,665x565x560 мм,0,https://entero.ru/manuals/367740/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CMS4303XRU.pdf;https://entero.ru/manuals/367741/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20SMEG%20CMS4303XRU.pdf;https://entero.ru/manuals/367742/%D0%A1%D0%BF%D0%B5%D1%86%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20SMEG%20CMS4303XRU.pdf;https://entero.ru/manuals/367743/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20SMEG%20CMS4303XRU.pdf,270823,,20 кг,Италия,Италия,15 бар,"зерновой, молотый",Да,350 г,Да,2.4 л,595 мм,500 мм,455 мм
https://cdn.entero.ru/mp@2x/6c/9a/6c9a9a0603de15d67e9cebdc58451474.jpg;https://cdn.entero.ru/mp@2x/1c/d7/1cd78c769901034e7acc5637c8f5f57c.jpg;https://cdn.entero.ru/mp@2x/a0/d8/a0d8f8bcf13bb2ff730feb60dc81ab42.jpg;https://cdn.entero.ru/mp@2x/4c/7c/4c7cde96a856541bab509bb8c4a228c5.jpg;https://cdn.entero.ru/mp@2x/e6/4f/e64f58b009dd9f31a8cec7e3b34ea8b0.jpg;https://cdn.entero.ru/mp@2x/50/95/50957f4ef363dc109654cde4beebdbbb.jpg;https://cdn.entero.ru/mp@2x/db/0b/db0b94f6b401fcf598c104f815477317.jpg;https://cdn.entero.ru/mp@2x/cf/5c/cf5cd5f6517e5d5d5a30c2444dba53a4.jpg;https://cdn.entero.ru/mp@2x/50/0f/500f9a7536253c6c23202784d5cbdc62.jpg;https://cdn.entero.ru/mp@2x/b9/89/b9890717d62ee947ce23628b29360876.jpg;https://cdn.entero.ru/mp@2x/1e/bd/1ebdf9b1d9c2c2c5ca85e5f2990dd096.jpg;https://cdn.entero.ru/mp@2x/ca/7a/ca7ac8e84540a0764f1c6a5f1b93b747.jpg,Кофемашина Jacky's JC BB45C,Кофемашина Jacky's JC BB45C,139990,RUB,Да,Jacky's,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/359270,"<p>Встраиваемая автоматическая кофемашина<a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/359270""><b class=""b""> Jacky's JC BB45C</b></a> предназначена для приготовления широкого спектра кофейных напитков. Модель оснащена сенсорным экраном и электронное управление одним нажатием. Термостат EMERSON гарантирует поддержание стабильной температуры. Трубки выполнены из нержавеющей стали SUS304.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Функции: приготовление 1 или 2 чашек кофе, молотого кофе или капучино</li>
<li>Подачи горячей воды и пара</li>
<li>Автоматическая очистка</li>
<li>Съемный поддон</li>
<li>Телескопическая направляющая для установки</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Объем подачи кофе: от 30 до 250 мл/чашка</li>
<li>Напряжение: от 220 до 240 В</li>
<li>Частота: от 50 до 60 Гц</li>
<li>Цвет: черный</li>
<li>Страна производства помпы: Италия</li>
</ul>",359270,220 В,от 1.2 до 1.5 кВт,664 мм,608 мм,566 мм,,,,0,https://entero.ru/manuals/460737/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Jacky%27s%20JC%20BB45C.pdf;https://entero.ru/manuals/460738/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BF%D0%BE%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D1%83%20%D0%BD%D0%B0%20Jacky%27s%20JC%20BB45C.pdf;https://entero.ru/manuals/460739/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf,147358,,33 кг,,Турция,19 бар,,,200 г,,1.8 л,,,
https://cdn.entero.ru/mp@2x/f7/8d/f78d49aa70888e23c568627126f974fd.jpg;https://cdn.entero.ru/mp@2x/d1/c9/d1c99a2f5487653a46cccd81387ba287.jpg;https://cdn.entero.ru/mp@2x/96/9d/969d0ad278334cb830ec0bdb8c428f0c.jpg;https://cdn.entero.ru/mp@2x/5a/1b/5a1be16523ae82cbaa51fc204ef814b0.jpg;https://cdn.entero.ru/mp@2x/e4/57/e457e9810b30f875f8d1f443cf833590.jpg;https://cdn.entero.ru/mp@2x/bd/47/bd4768b64464cc4ab7681894d0dfbc46.jpg;https://cdn.entero.ru/mp@2x/7b/d7/7bd773933eab48152aaa67471a51c547.jpg;https://cdn.entero.ru/mp@2x/5c/fa/5cfad5e2584eb9b4a3b5f72945985873.jpg;https://cdn.entero.ru/mp@2x/6f/df/6fdf6f12bcac47e26e52670d5d604517.jpg;https://cdn.entero.ru/mp@2x/13/9c/139ce88830843c24ab95c4431e345fdf.jpg;https://cdn.entero.ru/mp@2x/5e/48/5e48a839a7603ea377395bebd07cff0a.jpg;https://cdn.entero.ru/mp@2x/26/3b/263bdf12c3e2b848673d44a1526d01b0.jpg;https://cdn.entero.ru/mp@2x/a9/ae/a9ae4e562089317f0db4943cf6cddb03.jpg;https://cdn.entero.ru/mp@2x/d3/af/d3afada9484ede8290a73a5da0ace119.jpg;https://cdn.entero.ru/mp@2x/f0/eb/f0eb1244384367635e001e53ee362c03.jpg;https://cdn.entero.ru/mp@2x/f1/bf/f1bfb00117fcaa81766ba359ed47a0b3.jpg;https://cdn.entero.ru/mp@2x/c7/56/c7568883718979ab4d0edb0d6f1f29a5.jpg;https://cdn.entero.ru/mp@2x/0b/9d/0b9de2886a2b9dd74606bc2e433d43f0.jpg;https://cdn.entero.ru/mp@2x/22/03/2203db6daf50dbd11eaaa2ab5d9e38a4.jpg;https://cdn.entero.ru/mp@2x/eb/53/eb53e20859ec6d2664245933cb628fa9.jpg,Кофемашина Maunfeld AMCM1503S нерж. сталь,AMCM1503S,164490,RUB,Да,,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/352403,"<p>Встраиваемая кофемашина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/352403""><b class=""b"">Maunfeld AMCM1503S</b></a> предназначена для приготовления кофе и напитков на его основе в домашних условиях. Модель оснащена встроенной кофемолкой, высокоэффективным насосом, автоматическим капучинатором, дозатором с 2 соплами, кабелем питания, панелью управления с функциональными сенсорными клавишами и дисплеем с голубой подсветкой индикации. Фронт выполнен из стали с покрытием черного цвета и горизонтальными рамками с сатинированной поверхностью цвета нержавеющей стали, жернова – из нержавеющей стали, панель управления с черной глянцевой поверхеостью.</p>

<p><b>Комплектация:</b></p>

<ul>
<li>Съемный резервуар для воды</li>
<li>Контейнер для кофе в зернах</li>
<li>Контейнер для молотого кофе </li>
<li>Съемный контейнер для кофейной гущи</li>
<li>Гибкая силиконовая трубка</li>
<li>Мерная ложка</li>
<li>Тест-полоска для определения жесткости воды</li>
<li>Инструкция по эксплуатации</li>
<li>Гарантийный талон</li>
<li>Заводская упаковка</li>
</ul>

<p><b>Особенности:</b></p>

<ul>
<li>Предустановленные программы приготовления с интегрированными в клавиши символьными обозначениями напитка:​​
<ul>
<li>Капучино</li>
<li>Латте</li>
<li>Эспрессо</li>
<li>Кофе</li>
</ul>
</li>
<li>Дополнительные функции приготовления:
<ul>
<li>Подача горячей воды для приготовления чая и других напитков</li>
<li>Подача пара для приготовления горячего молока или молочной пенки</li>
</ul>
</li>
<li>5 степеней регулировки помола зерен</li>
<li>Регулировка крепости напитка:
<ul>
<li>Mild (слабая)</li>
<li>Normal (средняя)</li>
<li>Strong (крепкая)</li>
</ul>
</li>
<li>Настройка температуры напитка:
<ul>
<li>Normal (нормальная)</li>
<li>High (высокая)</li>
</ul>
</li>
<li>OneTouch for Two: одновременное приготовление 2 чашек</li>
<li>Регулировка объема порции</li>
<li>Выбор единиц объема порции: миллилитры или унции</li>
<li>Регулировка длительности приготовления молочной пенки</li>
<li>6 степеней регулировки жесткости воды</li>
<li>Интеллектуальная система предварительного смачивания</li>
<li>Настройка электронных часов</li>
<li>Программируемый автоматический запуск</li>
<li>4 настройки длительности работы в режиме ожидания до автоматического отключения</li>
<li>Программа удаления накипи</li>
<li>Функция промывки</li>
<li>Звуковая сигнализация для подтверждения настроек и оповещения о неисправностях</li>
<li>Простое управление с помощью легких прикосновений и удобного интерфейса</li>
<li>Меню на английском языке</li>
<li>Легкая очистка заварочного блока и системы приготовления капучино</li>
<li>Эффективная экстракция с полноценным раскрытием вкусовых и ароматических свойств напитка благодаря оптимальному давлению 20 бар </li>
<li>Индикация на дисплее:​
<ul>
<li>Цифровая текущего времени, настроек таймера, объема порций и других параметров</li>
<li>Текстовая навигация функций</li>
<li>Самодиагностика с основными тестовыми предупреждениями:
<ul>
<li>Fill water: недостаточное количество или отсутствие воды в резервуаре</li>
<li>Empty Ground: контейнер для кофейной гущи заполнен</li>
<li>Empty tray: поддон каплесборника заполнен</li>
<li>Tray missing: отсутствие или неверная установка поддона каплесборника</li>
<li>Fill beans: отсутствие зерен в контейнере</li>
<li>Fill powder: недостаточное количество молотого кофе или засорение контейнера</li>
<li>Add more powder: отсутствие молотого кофе в контейнере</li>
<li>Clean brew: необходимость очистки заварочного блока</li>
<li>Decalcify ready: необходимость очистки от накипи</li>
</ul>
</li>
</ul>
</li>
<li>Светодиодная подсветка чашек</li>
<li>Подогреватель чашек на скрытых боковых секциях</li>
<li>Подставка для чашек со съемными решеткой и поддоном-каплесборником </li>
<li>Монтаж в колонну на телескопических направляющих с автоматической блокировкой </li>
<li>Компактные габариты для оптимизации пространства</li>
<li>Эргономичный современный дизайн </li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Номинальная сила тока: 10 А</li>
<li>Диапазон длительности работы в режиме ожидания: 30 / 60 / 90 / 120 мин. </li>
<li>Шаг регулировки длительности приготовления молочной пенки: 1 сек.</li>
<li>Шаг регулировки объема порции: 5 мл</li>
<li>Вместимость контейнера для кофейной гущи: 15 порций</li>
</ul>",352403,220 В,1.5 кВт,592 мм,550 мм,454 мм,,,,0,https://entero.ru/manuals/438271/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20Maunfeld%20AMCM1503S.pdf;https://entero.ru/manuals/438274/%D0%91%D1%80%D0%BE%D1%88%D1%8E%D1%80%D0%B0%20%D0%BD%D0%B0%20Maunfeld%20AMCM1503S.pdf;https://entero.ru/manuals/438277/%D0%A1%D1%85%D0%B5%D0%BC%D0%B0%20%D0%BC%D0%BE%D0%BD%D1%82%D0%B0%D0%B6%D0%B0%20Maunfeld%20AMCM1503S.jpg,173147,,23 кг,Великобритания,Китай,20 бар,"зерновой, молотый",Да,250 г,Да,1.8 л,592 мм,550 мм,454 мм
https://cdn.entero.ru/mp@2x/22/39/2239fefddc3d05fa8e5b651ee35b49f1.jpg;https://cdn.entero.ru/mp@2x/51/d2/51d21e6919709400cf8256c80e0be92d.jpg;https://cdn.entero.ru/mp@2x/78/b7/78b72c2867858491439037811b749ea2.jpg;https://cdn.entero.ru/mp@2x/b5/0c/b50cdf7d6726b21b9a6de6a43e4d2fab.jpg,Кофемашина VARD VCC5K,562202,199990,RUB,Да,,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/376463,"<p>Встраиваемая кофемашина <a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376463""><b class=""b"">VARD VCC5K</b></a> используется в домашних условиях, в небольших офисах и гостиницах для приготовления напитков на основе кофе. Модель оснащена сенсорным управлением Full Touch. Возможность встраивания значительно сэкономит кухонное пространство. Автоматический капучинатор облегчает приготовление кофейного напитка с пенкой. Функция регулировки задает нужное количество пены и кофе в напитке. Панель управления выполнена из стекла.</p>

<p><b>Особенности:</b></p>

<ul>
<li>2 отсека для кофе</li>
<li>Индикация заполнения поддона жидкостью</li>
<li>Европейский тип вилки</li>
<li>Тип BICAP</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ниши для встраивания: 560х550х455 мм</li>
<li>Длина шнура питания: 1,1 м</li>
</ul>",376463,,1.3 кВт,,,,29 кг,1,650x573x550 мм,0,https://entero.ru/manuals/516079/%D0%98%D0%BD%D1%81%D1%82%D1%80%D1%83%D0%BA%D1%86%D0%B8%D1%8F%20%D0%BD%D0%B0%20VARD%20VCC5K.pdf;https://entero.ru/manuals/516081/%D0%A1%D0%B5%D1%80%D1%82%D0%B8%D1%84%D0%B8%D0%BA%D0%B0%D1%82%20%D1%81%D0%BE%D0%BE%D1%82%D0%B2%D0%B5%D1%82%D1%81%D1%82%D0%B2%D0%B8%D1%8F.pdf;https://entero.ru/manuals/516410/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20VARD.pdf,208323,,,Россия,Китай,,"зерновой, молотый",Да,,,,,,
https://cdn.entero.ru/mp@2x/d2/0b/d20b906f35f2c6abdc337d3ac8ef54bc.jpg;https://cdn.entero.ru/mp@2x/c6/1a/c61a4736991b3cbfda949939b6f8ab5c.jpg;https://cdn.entero.ru/mp@2x/51/eb/51ebee58ceede3684501fd8530dce5a7.jpg;https://cdn.entero.ru/mp@2x/9e/8b/9e8b05d3e478b1232f26348ad92fe04d.jpg;https://cdn.entero.ru/mp@2x/f6/61/f661fbd8586299876e3038808f708667.jpg;https://cdn.entero.ru/mp@2x/03/1b/031b0353b80ac8ee08ffb304776c4d03.jpg;https://cdn.entero.ru/mp@2x/71/ad/71ad8908f523940c913ab8915672e4e4.jpg;https://cdn.entero.ru/mp@2x/dd/1f/dd1f158b75df33005e4c9b901bf4004d.jpg,Кофемашина VARD VCC6K,562402,199990,RUB,Да,,Бытовая техника,Встраиваемая техника,Кофемашины,https://entero.ru/item/376626,"<p>Встраиваема кофемашина <b class=""b""><a style=""text-decoration:none;cursor:text;"" href=""http://entero.ru/item/376626"">VARD VCC6K</a></b> используется в домашних условиях, в небольших офисах и гостиницах для приготовления напитков на основе кофе и подачи воды для чая. Модель оснащена цветной сенсорной панелью, TFT экраном и управлением Full Touch. Автоматический капучинатор облегчает приготовление кофейного напитка с пенкой. Съемный заварочный блок обеспечивает легкую очистку. Возможность встраивания значительно экономит кухонное пространство. Специальный съемный контейнер-термос сохраняет оптимальную температуру молока для приготовления капучино с воздушной пеной. Панель управления выполнена из стекла, жернова - из керамики, решетка каплесборника - из нержавеющей стали.</p>

<p><b>Особенности:</b></p>

<ul>
<li>Индикация заполнения поддона жидкостью</li>
<li>Подача ледяной и горячей воды</li>
<li>Регулировка температуры и объема напитка</li>
<li>Европейская вилка</li>
<li>Приготовление эспрессо, латте, капучино, американо, лунго, латте маккиато и ристрето</li>
<li>Режим ожидания и энергосохранения</li>
<li>Индикация:
<ul>
<li>Уровень и отсутствие воды</li>
<li>Отсутствие кофе и каплесборника</li>
<li>Заполнение резервуара для капель и отсека для отходов</li>
<li>Необходимость очистки и промывки от накипи</li>
</ul>
</li>
<li>Автоматическая промывка</li>
<li>Регулировка порции взбитого молока</li>
<li>Регулировка помола кофе: крупный, средний и мелкий</li>
<li>Регулировка жесткости воды</li>
<li>Горячая вода</li>
</ul>

<p><b>Дополнительные характеристики:</b></p>

<ul>
<li>Размер ниши для встраивания: 565х400х455 мм</li>
<li>Температура ледяной воды: 5 °С</li>
<li>Длина шнура питания: 1 м</li>
<li>Уровень шума: 63 дБ</li>
<li>Максимальное давление: 19 бар</li>
<li>Количество уровней крепости кофе: 4</li>
<li>Регулировка температуры воды: от 45 до 95 °C</li>
<li>Регулировка порции воды: от 0,1 до 0,4 кг</li>
<li>Количество чашек одновременного приготовления: 2</li>
</ul>",376626,,1.6 кВт,,,,23 кг,1,476x523x668 мм,0,https://entero.ru/manuals/516884/%D0%9A%D0%B0%D1%82%D0%B0%D0%BB%D0%BE%D0%B3%20VARD.pdf,,,,Россия,Китай,,"зерновой, молотый",Да,500 г,,2.4 л,,,
